,timestamp,eth
808,7/6/20 0:00,1.375
809,7/7/20 0:00,0.985
810,7/9/20 0:00,1.2675
811,7/10/20 0:00,1.855
812,7/11/20 0:00,2.185
813,7/12/20 0:00,1.105
814,7/13/20 0:00,1.5
815,7/14/20 0:00,1.625
816,7/15/20 0:00,2.323333333
817,7/16/20 0:00,2
818,7/17/20 0:00,0.995
819,7/19/20 0:00,2
820,7/20/20 0:00,2.25
821,7/22/20 0:00,2.1825
822,7/23/20 0:00,1.945
823,7/24/20 0:00,
824,7/25/20 0:00,1.25
825,7/26/20 0:00,
826,7/28/20 0:00,1.7
827,7/29/20 0:00,0.895
828,7/30/20 0:00,1.035714286
829,7/31/20 0:00,1.07
830,8/1/20 0:00,2.166666667
831,8/2/20 0:00,1.33
832,8/3/20 0:00,0.985
833,8/4/20 0:00,1.00375
834,8/5/20 0:00,0.9725
835,8/6/20 0:00,0.895
836,8/7/20 0:00,1.0725
837,8/9/20 0:00,0.925
838,8/12/20 0:00,1.02
839,8/13/20 0:00,
840,8/14/20 0:00,1.05
841,8/15/20 0:00,1.6
842,8/16/20 0:00,1.035
843,8/17/20 0:00,1.05
844,8/18/20 0:00,0.85
845,8/20/20 0:00,0.46
846,8/21/20 0:00,0.79
847,8/22/20 0:00,0.95
848,8/23/20 0:00,0.888
849,8/24/20 0:00,1.7
850,8/25/20 0:00,3.154285714
851,8/26/20 0:00,1.553529412
852,8/27/20 0:00,1.245
853,8/28/20 0:00,1.095
854,8/29/20 0:00,0.973333333
855,8/30/20 0:00,1.2
856,8/31/20 0:00,0.92
